PetID,cute_val
020fbbc9d,0.578255
0211e2f2d,0.52260745
02126e289,0.59112155
021b0b7bd,0.49216634
021c24928,0.42470163
021cb10fb,0.48673937
022429d5c,0.5709528
022606901,0.44091663
022b37ea0,0.6068749
022d2d16e,0.42509985
02387e247,0.48144108
023979a33,0.53710836
02401db5e,0.5055112
0243911ea,0.4638675
0244298a9,0.57547885
02468e968,0.45403436
024bc29f1,0.48840135
0256cac2b,0.4308333
02612ab95,0.6056978
026c202c6,0.5205292
026c5716f,0.5591419
026ebf139,0.6255966
027c23f6b,0.536286
02868b720,0.7945852
0286dd665,0.5421669
028d42a4b,0.5448253
0291e8ca0,0.6271436
029469d58,0.3912179
029641a1a,0.6583827
029b05087,0.5654277
029c248a5,0.41175273
029e79030,0.5273865
02a084920,0.59756166
02a13b2cb,0.20285858
02a2a622c,0.77768284
02a8e44b1,0.5094113
02adb269f,0.51741624
02af3813e,0.40942833
02c39fd73,0.46275908
02c40b53c,0.53924227
02c7d1b74,0.5623945
02cd64831,0.3937938
02cf14499,0.31770545
02d6020a9,0.6917804
02d644003,0.43496555
02d66a1be,0.51732373
02d9e61ca,0.8076637
02e072cbd,0.40470612
02e51a9e2,0.6837117
02eb29707,0.44657165
02f31f1ba,0.66113263
02f37d829,0.40717596
02f63f8ff,0.60190463
02f7300db,0.28860185
02f89bdcb,0.47335103
02fee7295,0.3158126
030387828,0.5300126
0306e85dd,0.3860507
0308c9eda,0.4685424
030f32f08,0.44407743
03188ecad,0.47730273
031a01c36,0.72750986
031a0e45a,0.47377262
0322aa5b0,0.47873792
032aefa61,0.28772298
0338fcdaf,0.3273758
0340ac5f7,0.52960515
034259113,0.63748
035992662,0.6512532
035ff37c6,0.4176918
036af6df3,0.70446247
036c684d3,0.5876289
036e015d2,0.3015562
037464956,0.73980725
037b1c131,0.55180603
038d06218,0.49690413
03926867a,0.24436916
0392c0c81,0.52136064
039509c40,0.47036386
039fea576,0.4018617
03a3fb084,0.3734296
03a694927,0.6417404
03a92a94f,0.52041876
03aae5768,0.30424133
03ae93b48,0.33620793
03b0568b3,0.58282155
03c1e47b4,0.38461939
03c323fcf,0.5708475
03c49f5aa,0.46970767
03c6478b9,0.48365587
03cdd9324,0.5920744
03d59fc21,0.6984623
03db2966b,0.39366183
03e429963,0.601716
03e5bf50b,0.47684732
03ea48efa,0.6756906
03edf613f,0.25919735
03f0fc32f,0.55925214
03f130f5f,0.34594834
03f217352,0.6446571
03f48e12b,0.59373254
03f65bdd3,0.64893055
03f8a64fe,0.24225155
040736f83,0.4986839
040a9a6f9,0.5403471
040b028f1,0.4640142
0415fa071,0.49031472
041cf403e,0.72049797
041dd606f,0.45076412
0428af8ea,0.57031643
042b1e55f,0.38335708
042dfb970,0.62963796
0434520ef,0.6419433
04372b78d,0.49427703
04391c798,0.4108665
043d8c534,0.3857989
0443d6f82,0.72046685
044548f89,0.4632
045543730,0.5554637
0459c7bb7,0.37084785
045d9a498,0.31566772
046256943,0.3235294
046d3a9d9,0.49054602
046dcb8fb,0.5885345
047514286,0.7837962
047c20d1a,0.57443374
048519a46,0.62968004
048cd8bc0,0.5816231
048df7861,0.7259816
0490c8df1,0.57356346
0493336f7,0.26488626
0497c5ed8,0.56198424
0497f7012,0.59508586
0499e1ea8,0.19594648
04a30a9ea,0.50364596
04a555b91,0.43141323
04a5f717a,0.410236
04a6267e4,0.6023218
04aa54436,0.635807
04af86059,0.5903408
04b073592,0.6623189
04b5f77c0,0.4136857
04bad9310,0.59285134
04c4a7493,0.54573536
04c9a643d,0.5141721
04d25d8a7,0.5317836
04d4ce3a4,0.4533978
04dc94c39,0.42890978
04e7d89c0,0.6845375
04e829d49,0.3000697
04e966b1c,0.6682123
04ea19d2b,0.646183
04eda1e46,0.34014827
04f7eafde,0.7085914
04f8947f3,0.7230937
050277142,0.5674986
050afc987,0.42005926
0510cacd0,0.33149105
0510d2767,0.3995572
052160ae6,0.730776
05252b175,0.5465094
0529ad4d9,0.6168913
052b0ada8,0.31189302
052c95a93,0.6658309
05312ba72,0.1797162
0532bf9d3,0.34662914
053d121b8,0.4946791
05486faf5,0.5002929
05492e461,0.6414608
054f35a8c,0.5247146
055825f1c,0.38125435
056437112,0.58832264
056768390,0.47439876
056bb97e4,0.55453616
056bf1b17,0.77773875
056cc22d2,0.46302038
057e5347f,0.6557824
058394848,0.6528135
058d37dda,0.44769433
058f21441,0.5349544
05935bf08,0.34778494
0594ed847,0.39491445
0597b1859,0.7530069
059a68bf0,0.8594205
059baa037,0.41790652
059cfed40,0.41551274
059d8d91f,0.3989593
05a05d562,0.37409842
05a839a89,0.58441764
05aad3b3f,0.6098291
05aaee8ce,0.5313685
05ab54e3c,0.54655707
05abbab5e,0.33050096
05bb80312,0.6902301
05bbc9111,0.566379
05bde54cc,0.52282643
05c46d875,0.5103506
05d10428c,0.3731378
05d2022eb,0.48743847
05d3e4d55,0.7546742
05d8b5a9d,0.6462712
05dc47bda,0.5900281
05e3bc1ae,0.5379872
05f00d521,0.5236194
05f84991b,0.6675083
05f99fc56,0.34178567
05fadeacd,0.69951046
05fb5b403,0.45614806
05febeea3,0.5205539
0602a34f3,0.4332938
0605aab21,0.7077528
060b52c3b,0.6313066
060d1de98,0.44216558
060e4ed30,0.41768816
061378b30,0.31024867
0617d9287,0.3062063
061f6b476,0.5334374
062633cb1,0.35011673
0627105f6,0.47140357
06296e4e2,0.60798216
062b387cf,0.44822416
062de1f53,0.69646394
062e2772c,0.51028323
062f73a4b,0.34006453
0632ba05a,0.4482559
0633474d9,0.46981472
063495ecd,0.40331745
063521459,0.57019126
0636650db,0.5544245
0637293ec,0.5890246
06395bb8d,0.6206258
063d8c58b,0.6378413
063e2d021,0.3821756
064217ca4,0.387959
064425a21,0.6608972
0644da7d9,0.42859074
0658597c9,0.7198109
065906a54,0.33464372
0659c05d5,0.4012275
06634513c,0.6558458
066498aa1,0.6003386
066521b34,0.67882013
06666dc09,0.6493338
067cacbb5,0.45932356
067d0ccd3,0.55389255
067f49481,0.68683755
0690278af,0.3904394
06904db12,0.42324665
069064d1d,0.5488115
0691034ac,0.603503
069762ec2,0.30370635
0697d76d2,0.5471784
069fc79d6,0.622993
06abc52ac,0.3703444
06adfc154,0.30961856
06afa3c64,0.6083126
06b533b04,0.7042824
06bf9e676,0.3202165
06bfadf29,0.46669072
06c5ddbd6,0.36847174
06c724ada,0.45659018
06cc44fad,0.48351428
06cd6c623,0.65325797
06daf9c05,0.45939502
06db81e31,0.4888521
06dd351e6,0.41838545
06df96299,0.5225822
06ecc204f,0.38682115
06ed12b93,0.4130436
06ee33d56,0.7424615
06f523361,0.39291236
06fb72c12,0.5988479
06fda20a2,0.35724977
070014779,0.62600434
070faf086,0.4581294
07102e682,0.40799153
07128a0d8,0.52869815
0714145e6,0.64639604
071753413,0.44022608
0719de933,0.47658053
07218c870,0.5898227
0722660e0,0.41309166
07227963b,0.7158362
072ae6d9e,0.24049611
072bb91b4,0.38503832
073484a7d,0.8131019
0737e4f11,0.392724
073f265c3,0.81151736
074042a24,0.6018072
07417927d,0.4389086
074d26284,0.760344
0753ad1cd,0.6402763
07558410c,0.6973911
07638746f,0.7287617
076a67405,0.44976416
076d6f830,0.6958641
076e5c59d,0.4619339
076ec7e18,0.72423184
077001793,0.42749193
07877aea7,0.30837163
078a26f06,0.7355231
078bf7e5a,0.6915483
078fb1715,0.64185476
07914c759,0.58204347
0792dbfa4,0.53493613
079332bdc,0.69593984
079565e72,0.52843815
079785984,0.56674933
079f5f1e4,0.63951784
07a3f2bd1,0.3801278
07ae95ddc,0.34111026
07b2a1416,0.4695549
07b6336e5,0.47041494
07b9322e2,0.52864105
07b994326,0.6187746
07bd5a7a9,0.45285657
07c284733,0.6302651
07cc0ce27,0.77754766
07cf7d230,0.54317725
07cfb3380,0.4460217
07d2a9eff,0.45292357
07dd9a0a5,0.30646116
07e427e0c,0.63415456
07e6b5eae,0.58729935
07eb56db1,0.51179135
07ee26c3c,0.4482949
07ee44cb8,0.7634508
08006836a,0.49171835
08037d4bc,0.61705834
08048fee2,0.6685003
0806f9e3f,0.36939743
081199ea2,0.4437472
081301773,0.6617518
0819ac2f6,0.36987886
081c0a12d,0.6778692
081c2daa0,0.69237137
081f88f27,0.3111853
0820696a3,0.5284511
0822c54d5,0.7185318
0822db812,0.40809628
08267e916,0.42268667
082838f84,0.490579
082a9b790,0.63859856
082b9a2de,0.4134626
082c6dee3,0.6604149
0833744e6,0.3203077
083687ba1,0.3712631
083787e4a,0.3690916
083f50328,0.43032202
08428917f,0.3574516
08438c720,0.5316577
084874570,0.4010006
084b7e7eb,0.56633353
084e4c05b,0.5657902
084e59fdc,0.6329817
0850d4334,0.3458354
0858e3a6e,0.5160171
085c9be4a,0.4714153
0864eb66d,0.24897817
086857d70,0.700437
086e528f0,0.48778093
086ed2122,0.37405366
08710204e,0.46877685
087313ba2,0.71629906
08767d88e,0.6118493
087804d85,0.67910683
087d71de3,0.6587404
087ee8e83,0.27606565
087fbda7e,0.37395447
0880d7f1e,0.7218636
088216e81,0.48835433
08a71b8d1,0.48057097
08a9b6f29,0.4604772
08aad5787,0.51301974
08b454900,0.7181476
08b7e05a5,0.76670694
08b9a3a2f,0.42216402
08bfdc66f,0.5093177
08d17d82a,0.48283553
08d198666,0.4955336
08dfce1e7,0.5119448
08e703dfc,0.7444109
08e8e74c3,0.37151694
08ee62d43,0.65647006
08f038689,0.61233497
08f40f232,0.64200675
08f54d056,0.7041727
08f8df31d,0.6163541
08fb442fa,0.6881517
08fc1372f,0.5116431
0902b6664,0.55762374
0907a14f3,0.7763496
0910c13a3,0.7203909
091a5da01,0.53058213
092418816,0.37765053
092a37bcf,0.5866551
092b32197,0.5075214
092b4242a,0.8269634
092c46fdd,0.48006323
092e6a628,0.3972886
092fa68bd,0.79929245
0935ab38b,0.7646783
093620671,0.5426155
0936ce7b4,0.4530787
093a35049,0.49961025
093cce3a1,0.7652313
0940ecf2b,0.65432066
09417404f,0.3847902
094636517,0.6611267
094ba0325,0.4699116
094c2c3bf,0.47904718
095314294,0.42557585
0955b54fd,0.3553719
095cba2c7,0.5298194
095de41ba,0.49445462
096a97631,0.5392824
096c37d99,0.5641291
0977caea0,0.2573889
097dd9931,0.69512266
09807c555,0.6439596
0985e2dad,0.68661076
09898b12e,0.5954984
098b6e1e6,0.53865415
099115d38,0.36682644
0993b5aa2,0.41332752
0995bd489,0.4170552
09a024035,0.41916972
09a41530d,0.47627676
09acd6b31,0.6423109
09af85878,0.45871848
09b3b9dfd,0.45666733
09b5921e9,0.6110183
09b7cd500,0.4352111
09bc86c05,0.74869245
09c00211e,0.3509658
09c629b05,0.576657
09c7b610e,0.67382497
09ca98f7b,0.7694949
09cc3f346,0.61255556
09d7272ad,0.36996046
09d9212f5,0.56247437
09db544ea,0.6694999
09dd22091,0.2820454
09e39377f,0.4185088
09e64ce2b,0.58575004
09e9110e2,0.2605442
09eca4557,0.5536015
09ef02857,0.4160441
09f31b13e,0.31519258
09f514bd9,0.6797316
09f6e29b8,0.5548169
09f75d8e1,0.64110994
09ffe1d02,0.47116792
0a0862717,0.53690135
0a0e8c15b,0.5201722
0a13e47c3,0.85676223
0a140a67e,0.41765687
0a14ac037,0.5294638
0a1b56e66,0.5607199
0a1b57b57,0.50122696
0a2073b86,0.5410299
0a20eaed8,0.30641875
0a266921d,0.6150205
0a30968a3,0.32343647
0a38a1059,0.400776
0a3fc490f,0.5479503
0a40d8c85,0.5031225
0a4203544,0.6939091
0a4b42306,0.38973165
0a4fc94e5,0.5701296
0a536633a,0.48348227
0a53af472,0.6853934
0a555d688,0.4788303
0a5be413e,0.35776836
0a6362374,0.5364875
0a6b9433e,0.26366955
0a71e754f,0.48720905
0a76a6cf3,0.496518
0a7798d2b,0.34930283
0a796c967,0.44310692
0a83235b2,0.40500024
0a84451ae,0.57299966
0a8746c09,0.6698741
0a8bc19f6,0.37959093
0a8ee7520,0.5280232
0a8fc6614,0.5337001
0a949618f,0.58023185
0a98163c8,0.5611712
0a9f9f178,0.633319
0aa2ce4a9,0.4405592
0aa767c04,0.4710768
0aaf6976a,0.6406763
0ab4214b4,0.5434434
0ab8ae91b,0.4907486
0aba238d7,0.39545563
0abff77fe,0.4931664
0ac279a25,0.71123654
0ac2e7d16,0.77220213
0ac3e7992,0.7524224
0ac6fe826,0.37501183
0ac71c2c1,0.36253235
0ac81fcc4,0.5315022
0acb3bf7a,0.3759896
0acd95320,0.4570678
0ace65bc4,0.5182376
0adca3f66,0.47815895
0adebbf21,0.39954045
0adfa8a60,0.4531739
0ae5f9681,0.4894572
0ae84d311,0.48902282
0aebdcbc4,0.57765436
0af142ee3,0.6108478
0af365e26,0.6114266
0af536283,0.66303056
0af685a60,0.50139827
0afb7e845,0.59925723
0b01864e2,0.37462842
0b04b1c7a,0.6729968
0b051c8b3,0.33700955
0b0d903f4,0.52911496
0b0f596b5,0.5392222
0b110b315,0.37057152
0b15f3794,0.56825966
0b243ba27,0.66234064
0b24f7e7f,0.52905715
0b2e2526c,0.5821592
0b32cba75,0.23756747
0b3763054,0.40078372
0b3b23c20,0.21486695
0b3deeb66,0.43138626
0b3f851f0,0.6926764
0b459b60b,0.4222333
0b4a0d698,0.76856154
0b4a33baa,0.4620757
0b4ac75e9,0.55731696
0b4bb9906,0.6515826
0b501f1d8,0.31294292
0b57ed86a,0.5796718
0b59a57ff,0.69004947
0b6022baa,0.50666356
0b6064845,0.36485234
0b6457bf5,0.8364905
0b74e375f,0.6089597
0b74f813f,0.29255408
0b807a7dd,0.41171
0b817da84,0.45568734
0b819602d,0.76122445
0b8614414,0.64957917
0b8e1dd80,0.43555716
0b90767fa,0.60313404
0b942f000,0.3383814
0ba16b529,0.5580694
0baab7556,0.6064133
0bc3f09be,0.3895054
0bcae32b7,0.5440492
0bcb2c2b5,0.64591444
0bd2d5882,0.347919
0bd394ec8,0.6426565
0bd83ba72,0.4818826
0bd867d1b,0.40279257
0bdd7f7ac,0.6713136
0be09ae87,0.63188356
0be5af159,0.7457907
0be7a4adf,0.49948207
0beacc42e,0.30162868
0bf2506a5,0.59130156
0bf83cc3e,0.50157976
0bf9dfa21,0.4614046
0c0214da4,0.4583828
0c0508818,0.39623883
0c05a138b,0.5943635
0c0bae9fb,0.50155336
0c17e1f32,0.3739448
0c1e8a6f2,0.2630134
0c200f7a6,0.3802679
0c2549da5,0.4133079
0c281122e,0.39837947
0c28877b7,0.7311273
0c2e0fc7d,0.70770633
0c3cb3d44,0.41779768
0c3ce1826,0.514575
0c3f6001a,0.7076411
0c46298f8,0.31676656
0c47e700c,0.6614892
0c49c9df2,0.40034327
0c4c55b39,0.44651347
0c4e78176,0.2950683
0c5b71bf0,0.398581
0c5d5968b,0.43888697
0c5dbd29f,0.47555485
0c5fe8151,0.5456511
0c612e8df,0.32543257
0c64363af,0.5377476
0c64a0f1b,0.62218416
0c6c71a55,0.51052445
0c752844d,0.42427945
0c859ef92,0.3358919
0c862b8a3,0.4638064
0c9133a83,0.5814895
0ca524fbf,0.5551889
0ca52e744,0.7011688
0ca5a506e,0.63763505
0caa3437b,0.7488645
0cb450c62,0.5179594
0cb52145c,0.5534025
0cb5ad250,0.58666223
0cba1503b,0.6892023
0cbe33a44,0.5026711
0cc3e27b5,0.7114943
0cce7d218,0.69774073
0cd614218,0.6274636
0cd8ca49f,0.50208735
0cda0894a,0.68407404
0cdb80095,0.65296197
0cde886ff,0.38401714
0cde9b460,0.45823678
0ce5d0b5f,0.42245418
0ce80622f,0.4607747
0ce866a04,0.5459566
0ce98d199,0.42680633
0ced977d7,0.21397038
0cf645af3,0.4920187
0cf709a59,0.73061156
0cf7fae9d,0.51133734
0d1067e63,0.7273753
0d116bb3f,0.30086952
0d150e90c,0.52712286
0d20efa95,0.59485555
0d2394669,0.65148795
0d25f084f,0.60354275
0d25fb291,0.70042527
0d305f8c2,0.65647006
0d3081480,0.78086174
0d34bfde7,0.62983954
0d440b00e,0.41349074
0d460fe7a,0.4239367
0d47275d4,0.79657125
0d4750032,0.56597275
0d4b69793,0.4149059
0d4c495dd,0.4723393
0d4e58071,0.48916283
0d4e81870,0.54489106
0d508e63a,0.54974157
0d551fb5b,0.58495915
0d55c2e2b,0.4339431
0d5d436f4,0.47139663
0d635d0b4,0.47707582
0d653b602,0.5835665
0d6696a32,0.442266
0d6b42991,0.5789846
0d6b8efdc,0.38477376
0d6cb5b69,0.7546764
0d6db9370,0.50497776
0d7247d3e,0.65092236
0d784a800,0.40684205
0d7c5b6f6,0.7074243
0d7d16ce1,0.46405557
0d7f7a155,0.42037466
0d85af6c4,0.35119992
0d873789a,0.5974465
0d94f0378,0.37590924
0d9cdfbde,0.43790534
0db02527a,0.5107459
0db65104a,0.63338333
0dbb0a012,0.4705491
0dc32d6fd,0.6839465
0dca551f0,0.58434916
0dd5c500a,0.65306944
0de6709ab,0.47828475
0deeed2d9,0.41064602
0defc5386,0.43097517
0dfa8e172,0.5425172
0dfd484a6,0.5110136
0dff88b6f,0.73025393
0e0d0a9af,0.6418668
0e107c82f,0.4871315
0e12b9baa,0.39188164
0e1a2937a,0.5028151
0e1a54250,0.5248352
0e1b8bb74,0.33672196
0e1f78a77,0.47820118
0e23c4abd,0.5123199
0e28a90f6,0.5830365
0e2bf402c,0.532001
0e30e8240,0.48524195
0e4049f6d,0.5658718
0e47fe631,0.63137
0e49c7f19,0.4284919
0e49eebb3,0.35571128
0e4cf50f4,0.4966229
0e4ef28c9,0.23332399
0e52438a0,0.5960648
0e56a693b,0.56071925
0e58b35b6,0.59850085
0e5d845dc,0.58934265
0e61fe015,0.6432829
0e6492f0d,0.50238353
0e6523901,0.4280717
0e686a63a,0.6538547
0e6b24bc4,0.639771
0e6c32c9f,0.74934334
0e6dd5e23,0.72503376
0e6f26f19,0.5718699
0e73648e8,0.523929
0e736f310,0.32006928
0e783a2e1,0.57449114
0e7ca23c9,0.43461785
0e80de8ac,0.5391243
0e83fbe2a,0.64549094
0e8887c13,0.25245905
0e88c1c1c,0.41203168
0e8a11aaa,0.23679143
0e8c2a1aa,0.44047022
0e920f96d,0.3523096
0e922caab,0.6685859
0e98b9e24,0.66231304
0e9a2fed4,0.586848
0e9c1385c,0.38308585
0e9eec98f,0.52797264
0ea0beb3c,0.6137972
0ea2638e9,0.64526373
0ea337520,0.66903734
0ea7eaf00,0.5674712
0eaa0e3c6,0.5469494
0eaa9f888,0.74911076
0eab258a9,0.7002832
0eade2f7c,0.55055845
0eb101936,0.4718915
0eb219818,0.41638654
0eba510fc,0.5527466
0eba8b0ad,0.16305053
0ecc1200a,0.58430374
0ece28cf0,0.3812366
0ed23a049,0.41982636
0ed8d0f9c,0.4030737
0edacb2ed,0.5289086
0edb4e3b2,0.6539512
0ede86b28,0.5636827
0ef640aaf,0.71284634
0f012474b,0.34695926
0f0219fd7,0.47153446
0f0f81a37,0.44960338
0f1136ad3,0.38610125
0f122f712,0.15048239
0f1424059,0.52106893
0f15ed6ab,0.7537861
0f1a3ce5a,0.76351047
0f1d071a8,0.8077775
0f24b6cd6,0.32659078
0f258665b,0.64823407
0f27a7baa,0.56135166
0f2879b04,0.45369115
0f3434f36,0.5234955
0f366f264,0.5704221
0f38033e1,0.54359794
0f3fd67e2,0.7197533
0f4291ce6,0.7189926
0f544b558,0.5900423
0f58e5dd5,0.5064629
0f6488260,0.5515662
0f6b7b928,0.7392502
0f6c2d090,0.6996078
0f6f980c9,0.6432495
0f78031e4,0.6630808
0f78e05ef,0.23098367
0f796d3f9,0.5169055
0f80c9dc5,0.40369028
0f9697729,0.5611712
0f9d7b0f9,0.32584205
0f9f0dd0e,0.4134044
0f9fd5688,0.5055637
0fa25b7e5,0.5901959
0fa39858f,0.7458878
0fa63169f,0.5042827
0fa6ba30b,0.47057748
0fae8116c,0.5001871
0faf7f0ae,0.49146676
0fb490c9b,0.58243424
0fb548aac,0.58067346
0fb6881ae,0.5766898
0fc2dc3cb,0.4408185
0fcc3cefe,0.528861
0fd1d2d85,0.5288405
0fd5ff08e,0.52438396
0fd68ca16,0.36461467
0fd78af13,0.4466661
0fd9076d7,0.75358135
0fe10670c,0.7157035
0fe58286d,0.51147443
0fe8ffc8e,0.73209375
0fe9d0022,0.7750318
0fea56eb9,0.4488091
0ff50cbd5,0.7221091
0ff7245bd,0.31352866
0ffe99b25,0.79425687
10022add6,0.618819
10050c93f,0.46503446
100aed9a3,0.4692729
10124968c,0.7897136
1020c8f00,0.6089951
102482c40,0.3054396
1027c621c,0.5572288
102ed9019,0.6607408
10337747f,0.761631
1035db262,0.51429
103dd7bb1,0.4940849
1042ee67b,0.34943372
1043aca38,0.5486716
10486a12e,0.7225418
104910cb4,0.61464477
104c799db,0.2642385
104d9b198,0.4229074
10516f3c6,0.6713588
105456da4,0.7070498
1055034eb,0.40670085
10554e146,0.5974363
105c00abe,0.6746533
105c28771,0.47551745
105fd5ad7,0.3365791
106128c56,0.63308895
1067bd14b,0.4062341
1069c72a9,0.700766
106de20f0,0.41307044
106e252d9,0.7331983
106f7b51d,0.74998224
10711bb95,0.5258393
10741c443,0.5527821
1076dcc35,0.6534443
1077fb67a,0.71004766
107864aeb,0.53334016
107c30c6d,0.20530656
107c49414,0.517874
107d56dc4,0.5701431
1082982dc,0.6829222
10836809d,0.48070297
1084ba1bd,0.6402533
1086c8df9,0.5128905
10949ac80,0.66860515
109823680,0.5906108
1099a5406,0.5445262
109c4f5a8,0.5385926
109d21b69,0.63085806
10a3c8b71,0.5068154
10a6c97d5,0.43475935
10ae2697f,0.5255633
10b46b83f,0.64588565
10b669bea,0.3429343
10b9af23d,0.3643151
10ba7efac,0.5990191
10bbe5ea4,0.58486485
10c24c385,0.6473972
10d83c05d,0.51902527
10e1cbfdd,0.45891452
10e26690b,0.5464936
10e27da02,0.6377835
10e723583,0.535118
10eaafcd9,0.5494699
10eea956d,0.6458541
10f1688d4,0.74116164
10f4c8d8c,0.47996023
10fa4505d,0.71912813
10fbc9548,0.6687687
1100bff90,0.5280942
110242085,0.3937932
1104fe6bb,0.47803345
110682438,0.6269641
1108027ef,0.51666135
110d4487e,0.5711221
111748c15,0.6751765
1117a135d,0.709521
111be067f,0.6482557
1123cd69d,0.34901175
112ae92e0,0.45513752
113204c87,0.24028926
113252df2,0.43335068
113920513,0.29263595
113926f03,0.710406
113b2b57a,0.5071663
113bc00e8,0.36450574
115299f16,0.628577
11543e9ce,0.53289306
1154c26ac,0.6003724
115a4b208,0.37894645
115d6458f,0.47368386
1169ea6c5,0.6639888
117059fe3,0.20621632
1171c9a41,0.5528562
11757c072,0.6219265
117a7da85,0.47810787
118c1147c,0.27847138
11948e0ef,0.45667994
1195168b6,0.4727246
11960b9ed,0.4517594
119835ef9,0.64452356
119903786,0.6585794
119f813b2,0.75550133
11a3055b7,0.72275794
11a30eacf,0.6167534
11a337bfa,0.50012404
11a3fb06e,0.29502586
11a993099,0.35384935
11aa441fe,0.46142727
11ac3640c,0.6420878
11ad894e6,0.6455662
11b20ee8f,0.6657579
11b3fd45f,0.46398544
11b9089f7,0.65383714
11bb6fca2,0.67243695
11c222a3c,0.36522242
11c6fd29a,0.3953939
11c88e3be,0.76816726
11cc5a797,0.43577832
11ce5617d,0.6788425
11d3a4c0f,0.80806977
11d50c573,0.42689127
11d741736,0.3893572
11db3b853,0.66541946
11e6c4d80,0.40387812
11f062cb4,0.49616334
11f773e2f,0.43585166
11fa9d216,0.69953173
120805f93,0.46876016
120ae4dd3,0.4791413
1217eecab,0.5522626
121abd2ba,0.55891234
121af879a,0.59541994
121c5faca,0.44724765
121ee5fa0,0.36672726
122092781,0.35951832
122683077,0.4799171
122b47acc,0.49714327
12380b365,0.7063324
1238ed024,0.768267
123f15578,0.28281185
1246bed4f,0.33441728
124e6af5e,0.49502477
124eeac80,0.504246
124f45c2b,0.45323986
1250404cf,0.3991079
1253241be,0.62327546
125522846,0.57523876
125edf869,0.48861784
12653b9bc,0.53576887
126cfd595,0.41160542
127daa5e3,0.7264733
128293a4d,0.4731628
12890e9dc,0.4450348
128b247b8,0.6217476
12a280806,0.7968749
12a55ba5e,0.794812
12b1bce04,0.5687323
12b47b4e8,0.5310268
12ba67e43,0.57630616
12c071b30,0.45315436
12c4ed873,0.673838
12c65f314,0.42333913
12ccd5019,0.40811074
12ceeda09,0.44329274
12d48709c,0.4202775
12d514ef2,0.64084387
12dce436d,0.485077
12dd13adf,0.79329675
12e711074,0.6200545
12e747332,0.370692
12f9b8e6c,0.705455
12ffabf23,0.57122624
1303e86df,0.49884963
130797334,0.61522114
